hash,family,active_learning_sampling_frequency
2f410eb822183388f75d966463293f60,quasigroup-completion,0.32142857142857145
d85642294e3ff3b2094e699a96be83ac,diagnosis,0.32142857142857145
bfcd19c7273231a512e23d30571b8bc2,pigeon-hole,0.32142857142857145
f58feb98f29a7807fed9d9ff263c733a,bitvector,0.32142857142857145
095c4cfbf18326c010e9e5d8ae652970,fdmus,0.32142857142857145
9b027d83d8ec708803f319535aedbf3d,bitvector,0.32142857142857145
2b738a1991a7318cad993a809b10cc2c,graph-based,0.32142857142857145
f72ed88b6fabc892cf5629399d47fc0b,automata-synchronization,0.32142857142857145
ed0518039ee143f31fe2deda251b4912,fdmus,0.32142857142857145
97b82b49220276943011281b8c8536e9,quasigroup-completion,0.32142857142857145
951410af4be27ac2e302055a023a5f87,quasigroup-completion,0.32142857142857145
43ab89a80621cd13eb8ff63018876fad,subgraph-isomorphism,0.32142857142857145
be4ce3028b630dba1614d26d03f12a32,quasigroup-completion,0.32142857142857145
b2de36f330b43cb7025d8d79b9f1ab8d,graph-based,0.32142857142857145
bdf8306a3c3ed93573dc12952f318f1b,quasigroup-completion,0.32142857142857145
6e297bdb1c3f957f6333c37804805ecb,cellular-automata,0.32142857142857145
47520f6d68cc6528f698f9984e533913,gray_codes,0.32142857142857145
fbd9ce0601dfa493fa36c34f38b33f70,parity-games,0.32142857142857145
c43621d44acb59b884efae624782c582,fdmus,0.32142857142857145
2a0af42dcfda3543e5d8f3bdc0d0283f,fixed-shape-random,0.32142857142857145
cad7a4e61757a39f734daf1b6260e080,fdmus,0.32142857142857145
42efc6c698d287932a883db10d28e515,fdmus,0.32142857142857145
c7bdc373559430372ddd5155267e3cdb,termination-analysis,0.32142857142857145
3a33c33b7a7fc942d36d3ebf4de61162,fixed-shape-random,0.32142857142857145
7a02ff8516fbe84bcd6a2bd007f697d4,ordering-principle,0.32142857142857145
88c20632ce18b001dee1f7c52626cece,ordering-principle,0.32142857142857145
3efe71750bfdf2724c21e0d818dd90db,quasigroup-completion,0.32142857142857145
ee26a5d358846b89798a94932dc462af,puzzle,0.32142857142857145
1c208d3e82f5a8398aa048db7a2d7c25,subgraph-isomorphism,0.32142857142857145
6aa81284c16b88389246e1dd2959a089,parity-games,0.32142857142857145
cb9c73cdb0868592fb0a31c340085c9e,diagnosis,0.32142857142857145
037d21e060a2e3eab8b080aa84ceee75,matrix-multiplication,0.32142857142857145
a06e32f14a4e0bca8b96826c2377b22b,quasigroup-completion,0.32142857142857145
18206ac7c3066f7d7f5eb614ede7ea96,quasigroup-completion,0.32142857142857145
8fade7a5a3600da5b2b41ca6f32a4f31,quasigroup-completion,0.32142857142857145
c97e15056adce820f75a1c67491bab93,dining-philosophers,0.32142857142857145
b2a3d5cef8030d90cfe77271eaf77a11,gray_codes,0.32142857142857145
2db411a0737a4a9eba4d9b68541e0ce7,bitvector,0.32142857142857145
98578092e24ce472079b9836c374395f,quasigroup-completion,0.32142857142857145
54253246514599a53181b04aa3b3ab65,graph-based,0.32142857142857145
c94d259862484271c82e85763b4d6f98,subgraph-isomorphism,0.32142857142857145
32076b11a5d315b752dfdc106c861cb1,antibandwidth,0.32142857142857145
c5ce12e7059cfce8b754151289b7b7a7,quasigroup-completion,0.32142857142857145
9ddfe0b6353a77a6e4aa80649f00ddf0,fdmus,0.32142857142857145
b1afc91964282fabcd9829102d9eb3c2,modcircuits,0.32142857142857145
8abff09b1e8a5cb3b40fa3f70ab06946,dining-philosophers,0.32142857142857145
5ba5f821d8f8891b41a822c9e374dc45,termination-analysis,0.32142857142857145
2e2c1be1dcb0a636e0cccce1008ff289,graph-based,0.32142857142857145
c7f30869e2222200eb837086a2198e39,graph-based,0.32142857142857145
29b0174c99904890fbbbd3470e1040ee,subgraph-isomorphism,0.32142857142857145
4db602d4e22062c3dcc01bc740300752,quasigroup-completion,0.32142857142857145
a5d5758c249f1997e103df820c1b52e6,quasigroup-completion,0.32142857142857145
1335cf5a529c51c86733b20450a41ac1,scheduling,0.32142857142857145
d58b7011586b7aab745f6def9ca31820,bitvector,0.32142857142857145
a1a1ef11ed37187bb62f1772d659f1f4,fdmus,0.32142857142857145
e5979af1182cc65e04c4652fdb077f12,diagnosis,0.32142857142857145
b2a456f73623145ce5a839938aae5d8c,coloring,0.30357142857142855
890316e3bfcc9b33c72327094f974ff8,hardware-verification,0.30357142857142855
0900255c001ced2b14a6cadc0403967e,planning,0.30357142857142855
7c0296e111436f76c122df0d9cc07696,tseitin,0.30357142857142855
1001a2a87617b59d50cc24f324533090,miter,0.30357142857142855
e84c7a79ff498abc627acf82bb5d003a,fpga-routing,0.30357142857142855
4dedf87a0c6624563a5a39e8300c94ea,graph-coloring,0.30357142857142855
6c485a727a6d6085bd8c4f269d79267e,fdmus,0.30357142857142855
4fc3b8d4f7310148a8f85ac9c86daa83,fdmus,0.30357142857142855
57b7b862bd61289d886996174db0174d,graph-coloring,0.30357142857142855
29b9cdc4be195bf5259da98aee484b85,random,0.30357142857142855
2bc12d122b5113f99285fc8f71593bf4,bitvector,0.30357142857142855
7a83634c455aae979dfadc671f52d88f,miter,0.30357142857142855
d1a62a8688c6c4fabd0dec3770ce40dd,quasigroup-completion,0.30357142857142855
dc8ddb17b01d65aebc2223d4c26f9d00,bitvector,0.30357142857142855
330eee0dedfcfa106a41bee7d49b02ea,planning,0.30357142857142855
b5247278fe70f2a5ec06822a78bce5f0,cover,0.30357142857142855
d8150aa5ed50b083a4c9a3da750fdb45,graph-coloring,0.30357142857142855
620630dfb3a7574180000296503043cc,hardware-verification,0.30357142857142855
25bd6c4f6f2fff8fdabbcc9402125283,scheduling,0.30357142857142855
3cff6c97a515aecfe46ba0f1256a3c11,planning,0.30357142857142855
432c4cb791fabc3c947edf983c389e5f,fdmus,0.30357142857142855
877d1b0a193dac2932c1c71d89790c37,software-verification,0.30357142857142855
d5c7e4f652eb3f83023299856487ec0c,quasigroup-completion,0.30357142857142855
fb5f3e6850fdd31339fa860b5c8bf883,graph-coloring,0.30357142857142855
40bd4eb80921341b7b3ad067a74cf46a,planning,0.30357142857142855
ff569c4d595a2e499006e0e3ab76fd8b,graph-coloring,0.30357142857142855
df15e81dd5d4653b18c1f3e74fc9f32e,quasigroup-completion,0.30357142857142855
c2150b29d3f400f4e876a6f120ad94f8,graph-based,0.30357142857142855
1b0fa370f2dc3156bcb0e0e800712792,miter,0.30357142857142855
6e508af94fbd33588e36e254f7834ea2,hardware-verification,0.30357142857142855
0c5733ee64d8332774e268862ec16132,fdmus,0.30357142857142855
42ed227bc5b6e9fbb40699f87dc4d161,fpga-routing,0.30357142857142855
7b430dc4761000c3404b608fd5b1123e,coloring,0.30357142857142855
291b081205da454fde95a69f36d3a54a,planning,0.30357142857142855
52a9f12c6fb938ec95923268f07d48d0,prime-testing,0.30357142857142855
15fd8d06de40488c0ab4c167785111a6,miter,0.30357142857142855
1ec3608016d7eefc69d214efae4f2830,fdmus,0.30357142857142855
8090db94bbed462700cc12ad7254eabc,fdmus,0.30357142857142855
261227751e41065551cbeebe9b11ee40,planning,0.30357142857142855
8b463d3ac858ec91fb0056c0c17a0c75,coloring,0.30357142857142855
774fdbba16952371ab672b1fd38d8c53,hardware-verification,0.30357142857142855
3c255310f646b722a58caaa6ebd7cf20,fdmus,0.30357142857142855
3ce73c94ea228d9f82d9ce0a35e44678,graph-based,0.30357142857142855
3f80a86da34b2a83a71f4f79efa7fc33,fdmus,0.30357142857142855
7c6795ba16836c8cff78c8ce672efd08,fdmus,0.30357142857142855
8bd2e742a5e675be8433d95485a21e9e,generic-csp,0.30357142857142855
0191a0bf3412ed407ba669f8d69081ee,planning,0.30357142857142855
13a3389f542910702052bc765d5828bb,quasigroup-completion,0.30357142857142855
4327fbb4622261e2fe878f6a3ccb5783,quasigroup-completion,0.30357142857142855
2e6e3eb0bae3b6b69b9d2a32b06022c1,quasigroup-completion,0.30357142857142855
0e78e16264efc451d89678ca7728ef09,hardware-bmc,0.30357142857142855
ea674041a2b5051939ef34cdad996e8b,scheduling,0.30357142857142855
2dbb1db59a4ea23587ba2dc21080e4e7,hardware-bmc,0.30357142857142855
864c9758645fc85a9a6cd9a7833b716a,polynomial-multiplication,0.30357142857142855
615c30ee68ba7f9007a4511f7e8ab939,baseball-lineup,0.30357142857142855
52a576d08b6790db71d96329c0510cda,unknown,0.30357142857142855
fcaa3a679d1bc1db373ca99d03b74059,fdmus,0.30357142857142855
cfa562765bd1a658788f599fc9f6d84d,hardware-verification,0.30357142857142855
f6a4f5af42d97ff566d6e8bcd5b48185,miter,0.30357142857142855
39b8cdd93b7cd129cb18ce64d53b24e0,subgraph-isomorphism,0.30357142857142855
fb362d09747a90d41031dbf1a8b49bd5,fdmus,0.30357142857142855
c8e8f96ff895dedd4c13e9044d41b077,hardware-verification,0.30357142857142855
a9c0f64594a3eaede246b31eb3bc839b,polynomial-multiplication,0.30357142857142855
31e9cd07f730b20faa7c3d0f1ba2ea2e,scheduling,0.30357142857142855
47caeb0eaeacce1cf01262a9c685ffb4,quasigroup-completion,0.30357142857142855
d2b395be97d8ef720dee0f5c8a191d8f,scheduling,0.30357142857142855
257b1331c202be554abdec123a86213b,unknown,0.30357142857142855
fec81a0409cbdc164aa5681d27d6c3f8,hardware-verification,0.30357142857142855
8c373edf72baa595ca2bd53fee9399fc,quasigroup-completion,0.30357142857142855
f6e0b35a8293b3e629d339bda14cc883,hardware-verification,0.30357142857142855
495d20a2d153456779ef89a0225353ff,sorting-networks,0.30357142857142855
89fee6024fc817baf4016ff66f382a92,battleship,0.30357142857142855
ee0533684e861c8ae5e9dab111405e7d,hardware-verification,0.30357142857142855
5481abf46acb8b750ba0fc041d84f95d,quasigroup-completion,0.30357142857142855
481f4db8cc0d7912edf6fa545046068b,quasigroup-completion,0.30357142857142855
46d997b3611659598a5b5dc00d3758c8,battleship,0.30357142857142855
52d1047a8786684edc40008680004428,quasigroup-completion,0.30357142857142855
e8ff1f9d887fd119423d61de79b92060,hardware-verification,0.30357142857142855
771a71682b3921a1d570c0a761eae604,graph-based,0.30357142857142855
e5804263beffcde7211d570ea06516f2,hardware-verification,0.30357142857142855
33bcf82677b7fdacf18dd48892596a1d,scheduling,0.30357142857142855
2c0a3d65b2772174460c884c79ece3d1,quasigroup-completion,0.30357142857142855
c05231a7e8382cffc0dccbd1b74c9e1e,hardware-verification,0.30357142857142855
a2c261d05e11ef8a6a53ee5cac718c81,bounded-model-checking,0.30357142857142855
65d07a1194744c8bbbe88d5e86e2acd8,generic-csp,0.30357142857142855
8dce41cdce5a6e5fa53a2b899743c614,generic-csp,0.30357142857142855
adde00fa50e065ed0caa8d595f763ff1,fdmus,0.30357142857142855
ccfe15077c8b8b41fc7d96deadb70af8,unknown,0.30357142857142855
1e205d128706e276813704e50bc49863,quasigroup-completion,0.30357142857142855
ab22258643416472e36c64cf7c4f5e35,fdmus,0.30357142857142855
97c314378979f918e573e385497a4ed3,quasigroup-completion,0.30357142857142855
15d6010045b28b74e7e797c752e35897,graph-coloring,0.30357142857142855
b5918527193a774988719a61f5470775,fdmus,0.30357142857142855
a39f61dd02a2a61311e153dbdaa323be,fdmus,0.30357142857142855
5d34af4e0d80564362e6d2bc4c8f614c,subgraph-isomorphism,0.30357142857142855
9812144bbdf25e6c06e78db75a9bee82,hardware-verification,0.30357142857142855
182c5a778acfc4512d833b76dce2b621,graph-coloring,0.30357142857142855
16f7933053ea6437ac271393e6b04856,quasigroup-completion,0.30357142857142855
13f68a9b7623c96105f8a3ebf8366943,quasigroup-completion,0.30357142857142855
c50e0cba8e14add52ca738afc1201c20,random-modularity,0.30357142857142855
a73cafe241e8317a10c85154aa5d7b2f,hardware-verification,0.30357142857142855
be9a6f49b162977be1c1a2fe0eedf987,hardware-verification,0.30357142857142855
c0293283432a9b15cd743702163f5184,polynomial-multiplication,0.30357142857142855
0033baadbd48d3f880e9b5a733bd4950,graph-coloring,0.30357142857142855
59237234883bb799c80b4b14b0cff8ae,dining-philosophers,0.30357142857142855
bcc463117abdbc5904e042d039f2af5d,hardware-verification,0.30357142857142855
bbf2fcdbfa75d06d2e28082357278749,hardware-verification,0.30357142857142855
737cf0a935c8a03e609770c53e200e09,hardware-bmc,0.30357142857142855
25acde4087516290b9931ef7ba93306c,quasigroup-completion,0.30357142857142855
cf13eab863f4ab7f7591835b7e928fba,fdmus,0.30357142857142855
e05565e0ae13a4a49feec0ca8c7acdb7,random-modularity,0.30357142857142855
7586d7569f2b20dead0a25013318f93b,unknown,0.30357142857142855
e2f1cd2f3cd35037bd1022f22c2ee6cb,polynomial-multiplication,0.30357142857142855
589d0638f62f37959e4c6fe504a34ca3,dining-philosophers,0.30357142857142855
d9c3391cbc4e2d6f4ad5cd6a59b1fb3a,generic-csp,0.30357142857142855
ef7bdabd6f4d23c23b0ad87d82c501e5,random-modularity,0.30357142857142855
e175112cb4648cda6c16d67822d794ce,random-modularity,0.30357142857142855
b13e24a50fa51d70052af82f22abd940,tseitin,0.30357142857142855
d54fa49729f8fcbc6249a28f47f5e290,quasigroup-completion,0.30357142857142855
bdceecd3e784f9c7f46531170ea06583,automata-synchronization,0.30357142857142855
7d79f9e7e3c565b184f10ca6d8f4e723,planning,0.30357142857142855
ef8d458e158d9abe47f321c5e7f28cf7,clique-coloring,0.30357142857142855
eda154ac9b1db0ea59c2e5c2a4d686d9,diagnosis,0.30357142857142855
12ec49b173727f63de149f9bbed384b9,hardware-verification,0.30357142857142855
9ec5d6c07a98148112d87969f2668864,planning,0.30357142857142855
a41059478281d163424278c3e9720444,planning,0.30357142857142855
ffdeeea964ae356a1c661cedcbb69af2,rbsat,0.30357142857142855
28c6dfee40643e055ca2a3db6ddcea68,edge-matching,0.30357142857142855
ac4ceb17582fa9b7dc49e6d46e7f63d2,planning,0.30357142857142855
0cdc3028845a704c1ed287ce5dbe8a76,hardware-verification,0.30357142857142855
ad131fabdd0869cc63a1d5dec1f01b14,planning,0.30357142857142855
dd2fc5a9a5e99b1196ee26c145d2f3bb,diagnosis,0.30357142857142855
035c200bbf0a783e4ec9656cfa9b2f68,cryptography,0.30357142857142855
5fcfad9a73901d5b08c57f82f9c5cf95,testpattern-generation,0.30357142857142855
973b968eada863c7b7dc1705c568a3ef,edge-matching,0.30357142857142855
ce9490fdb1c52b1810e74852c0125717,edge-matching,0.30357142857142855
374a4ad84d28ffe2543dfdb028719de8,xor-chain,0.30357142857142855
7b40e39148de4d5f8d9384d6937c287e,argumentation,0.30357142857142855
2d1e4189b9de74ed1af4721483d3a574,rbsat,0.30357142857142855
8c61bc3d01bd4f88110aff1447d778d6,planning,0.30357142857142855
f342b024d22dddb1282132c60c1d1f35,subgraph-isomorphism,0.30357142857142855
3dbec93f8c175baca8de46833656c7bf,sliding-puzzle,0.30357142857142855
6d1a2a1b9f8578b890fc02dc9efb130f,termination-analysis,0.30357142857142855
b64f7d56f1b369fac6a3bcb1efd784da,hypertree-decomposition,0.30357142857142855
1a7a8aa061e82b717e9016a4f924e105,automata-synchronization,0.30357142857142855
a03161dfe27323ee20614f27d8a803db,sgen,0.30357142857142855
1c4954b4113ddc4413612977b85818af,hardware-verification,0.30357142857142855
98dfc0231ddb76aa8a65fe1c892ac94a,termination-analysis,0.30357142857142855
90fa3ad6efe2a06a5074e1209c871d57,termination-analysis,0.30357142857142855
1bda13dc3f81e34d66e3987011d23edf,hardware-verification,0.30357142857142855
f870d9adffbe7da9b71fec8d6ba6dbf8,graph-based,0.30357142857142855
03ba29d5cb38d345357a74a7b5ccd759,maxsat-optimum,0.30357142857142855
8cc277adc1b861c9db879a378779fcb1,planning,0.30357142857142855
670e284b6fdce4d23e2cff9747700257,quasigroup-completion,0.30357142857142855
08a25022c4136f2ceb36db62ce3503bb,hardware-verification,0.30357142857142855
dfb54974a8f05a387bee0cc0afcc4aea,termination-analysis,0.30357142857142855
08300e286c3380f7e7291ca6a534c97b,hardware-verification,0.30357142857142855
f5562b8aa0bf54059123d0fc2588231f,planning,0.30357142857142855
73def4c8f18a27681197a626ebd973d8,scheduling,0.30357142857142855
2c4e0ec3514d121eb77e995aa7c061ff,cryptography,0.30357142857142855
79fc460b2303a776f07010631c9bc9fe,diagnosis,0.30357142857142855
d27df1b73355fcbb42c4c13cc78686a8,diagnosis,0.30357142857142855
44cf070b508c46a678590f7d668b6777,software-verification,0.30357142857142855
943222e6c20e7b8fa40ff3909a8c8cab,diagnosis,0.30357142857142855
cc29d3f0616ec11db3afd1f1a24db15e,diagnosis,0.30357142857142855
d7cc58d281360374ad50ac5fce039e7c,planning,0.30357142857142855
9a839badecb20dcf505ec79eedd3753a,diagnosis,0.30357142857142855
12bb20e3ad925897977f85af71db7c94,cryptography,0.30357142857142855
1cb6c63a28babfdcb9d25c404cc64f1e,testpattern-generation,0.30357142857142855
11f170863952f2f95ebb1398d43c20a7,dining-philosophers,0.30357142857142855
698987f56da93127250a3978d32a2511,software-verification,0.30357142857142855
b578728a489073549fadc963981c3bee,gray_codes,0.30357142857142855
986b4c49191166887b75f95c0cd8f8a4,parity-games,0.30357142857142855
5e0a8cf6af260866af770ec564f3a78f,diagnosis,0.30357142857142855
a62bcc54091d17587e414a7b928635b5,parity-games,0.30357142857142855
cb13dbb4c855de5f8db842bf0d8702f1,planning,0.30357142857142855
e6fa742b79063891dac74b0b90f80e90,edge-matching,0.30357142857142855
04b2a7f442ed1b15439d0678ce902d6f,hardware-verification,0.30357142857142855
a5d5c8ce132b1fc0e11ccd557c61bd5c,cellular-automata,0.30357142857142855
c23afc080f8ef02256897e3b7eaf1229,planning,0.30357142857142855
430ea7b80a96824380cd1d1e649cc5ea,cryptography,0.30357142857142855
7c23194b9ce6e8f9819a1fa77db97e23,minimal-disagreement-parity,0.30357142857142855
378a11a919176c44c31811e48589f6cc,diagnosis,0.30357142857142855
d57782168dd3b2a89a41180801d55d2d,planning,0.30357142857142855
47b0183f5510581397b51b1f5f3216ee,testpattern-generation,0.30357142857142855
c749add01497dd00a5cbcdc6e410d3f4,mosoi-289,0.30357142857142855
1eb3ccb3f88643710a3f6e860b6e44d9,software-verification,0.30357142857142855
5c9458f7902032ce0b12fa8af01b42ce,diagnosis,0.30357142857142855
cef0194e667b920e5055a48d45251f57,planning,0.30357142857142855
416e3f53389ce98c9b8b3ffcfa6a3570,mosoi-289,0.30357142857142855
231be1a0ebcd7547804271515a257e93,hardware-verification,0.30357142857142855
6d5acb859cd2755edef91392a416b8e1,quasigroup-completion,0.30357142857142855
fd1191652a8ad028a404d350a2565464,cryptography,0.30357142857142855
25d6ed813eedc68cd84750ce67463f62,greentao,0.30357142857142855
5d04e26490462c5e78a113bb8135bc14,planning,0.30357142857142855
77a703b7b8e0af5b2e24f8c6f755db0d,planning,0.30357142857142855
edba0f21494f0b8eb603335d39bcbc30,quasigroup-completion,0.30357142857142855
651ba27349b792ee6abdf5ab8e7a14a0,stedman-triples,0.30357142857142855
c0c4ea50584c8cd6bbc036e8aa138f00,popularity-similarity,0.30357142857142855
4e9db599219d8bbd2d4b5e0bee095534,planning,0.30357142857142855
75f4fa1c541a7012c0a26e8dc4919785,planning,0.30357142857142855
d17ece3e7feefbac9dec0061bb188d45,miter,0.30357142857142855
4dda0078a2cd1654f27a2a30d70feb8f,hardware-verification,0.30357142857142855
7437762a1b3016db108a632a512e2264,planning,0.30357142857142855
554cdbf751c29048d49473df6e87e6b1,planning,0.30357142857142855
f404aeb739904e93df80d9a4262cb33d,quasigroup-completion,0.30357142857142855
de1210fbecfa61933543adc384a62bcb,cryptography,0.30357142857142855
9542f33a49f362704ea8803eac41121d,pebbling,0.30357142857142855
1dcf6e6230a551af0cbc5fa0d6be0654,purdom-instances,0.30357142857142855
6d6bbc183e9054f627e578db6ade59ec,planning,0.30357142857142855
578f9377bfbfcc6ea3a18eb630667956,planning,0.30357142857142855
ecca77b5350eca6a4323edd5b38208c6,cryptography,0.30357142857142855
126c4744d487fa4d3fe280ff2105e9ea,graph-based,0.30357142857142855
a8963c507ec3834e0be841b79a2b5edc,bitvector,0.30357142857142855
2563a9a0463e58e8a5823bc612cacbc9,graph-based,0.30357142857142855
4132196a3dad222c96f2bc021255d21b,termination-analysis,0.30357142857142855
3dbff7f9da381e31bfa0997a3c6514e1,hardware-verification,0.30357142857142855
3dd2492548059b47e5266ff28beea74b,hardware-verification,0.30357142857142855
32e05ac1cb4837cabf3fa0ecc544714a,hardware-verification,0.30357142857142855
ebd5c78f08ef9e036cddfa45fd71aee7,quasigroup-completion,0.30357142857142855
94b6f054a2e8282bbb968a04be8a2868,pigeon-hole,0.30357142857142855
04327b18171b43ff06586707499b97fc,graph-based,0.30357142857142855
b5997123626c2d12fa7e2ef8972d38e4,bitvector,0.30357142857142855
51e9cba23a2dcfd39278539d38820d20,planning,0.30357142857142855
54f114bb254f6f886b82f05882926308,planning,0.2857142857142857
4153d86dad53f46ce2443c44500246f2,quasigroup-completion,0.2857142857142857
5077bbe914a63da146d2f88652938e56,graph-based,0.2857142857142857
a14004e92effe93ea79dbf1b269bf3bb,quasigroup-completion,0.2857142857142857
599875b84062dd73683c2779781e352a,hanoi,0.2857142857142857
6587d5077bc6962cf8939636eeb57c35,cardinality-constraints,0.2857142857142857
e67d6b8287207d399ba4882326248a6f,hanoi,0.2857142857142857
364c5f96b1bd514b7dd27877dc8c08f5,planning,0.2857142857142857
556e870bfe0569e680fbfcf7bea25d4d,planning,0.2857142857142857
3bbfc193e8da14531eacad849af4d08c,miter,0.2857142857142857
89656622f153983b0415cef2aadaadee,minimal-superpermutation,0.2857142857142857
a24ce4beb8c7dd7e5453e2a0456af8ee,miter,0.2857142857142857
4ed93541ac1c8dcf6069ea14e9519648,graph-isomorphism,0.2857142857142857
3188581c8d38603822aa0d6136cd0a1f,planning,0.2857142857142857
62269a9d08e3592f3fd7e2c8af1e3fe9,coloring,0.2857142857142857
d752a22325ed125c86615ff3171938b8,planning,0.2857142857142857
4880fd0e43666e9b5f45741a8483efaa,quasigroup-completion,0.2857142857142857
dae01a74a0012d686caa25a22a4dd12d,planning,0.2857142857142857
369e43b21ec5bf07cf21ae24f60c470a,unknown,0.2857142857142857
651435a590104fe4a47403f0a52a3e64,graph-based,0.2857142857142857
b21630ea8dcd26c2387262b1a5a98aa6,even-coloring,0.2857142857142857
497740800307a81fbbf22b2911535472,planning,0.2857142857142857
f1854612bb1e00dc63056e28a428e0e2,graph-based,0.2857142857142857
08530caa5c9232f2ffc5163cf79b38e7,cryptography,0.2857142857142857
626c368587dd880086afc7b3fa1e6f27,sorting-networks,0.2857142857142857
59aab6474038b461f775c8a3cb8eadf0,quasigroup-completion,0.2857142857142857
fe1d6aa88f0cc9370c284d285bb17a6d,battleship,0.2857142857142857
0aab775f1790819177fb1851d9316efd,coloring,0.2857142857142857
c024bfcf294b62b2563fa1913d354155,diagnosis,0.2857142857142857
c87d77dd5456866cf10d56e0e05bbdc8,bitvector,0.2857142857142857
90d1474ba084d3c6a52af92e509dc3d1,quasigroup-completion,0.2857142857142857
3e4da63c0d1a7db66c58a26136b41582,bitvector,0.2857142857142857
654419e4eb84c8fb173e2c86d91b2c15,2d-strip-packing,0.2857142857142857
a97115c5898be7490e16d02876d5e163,diagnosis,0.2857142857142857
c61b57775d6fd979d127d77838c2aad1,pythagorean-triples,0.2857142857142857
1f39844e4b9a6fc619e485cdbe2c5b5f,cryptography,0.2857142857142857
5139d6116f8740e708354c92daa5c6a9,quasigroup-completion,0.2857142857142857
ef330d1b144055436a2d576601191ea5,automata-synchronization,0.2857142857142857
44d073f9595fd351bdd3062168459b05,cryptography,0.2857142857142857
940a69d9f16d6c8d7a535662386e9b5d,tseitin,0.2857142857142857
fac801ac0f1b89bfc32bcaf31502373e,quasigroup-completion,0.2857142857142857
e5b11161851924689e62577d4feab878,planning,0.2857142857142857
08fd5d81bf1af056edf0f4d1778f0834,termination-analysis,0.2857142857142857
9f11ac31272b8827a7bcd477505fe4be,2d-strip-packing,0.2857142857142857
b0384906155607b261b2fb070399ee2e,spectrum-repacking,0.2857142857142857
ad202768293c1e8d4581a00d13adcd31,bitvector,0.2857142857142857
50888c8b378ab340bfd136a1bb04a1c2,hardware-bmc,0.2857142857142857
70903c09156674cc1b0c35794cfe3d06,maxsat-optimum,0.2857142857142857
13bd62a9f5834464df4d2df5d071a3ac,graph-based,0.2857142857142857
d4e5e0a5b7a6d2bd19afbea61ffb85b8,unknown,0.2857142857142857
4afe58f1411a91caffdaf28eb24db279,miter,0.2857142857142857
7a5e40de64066f1886156ce2f6ad20fb,core-based-generator,0.2857142857142857
c5dbdd112be5e90c3033dfb361816b3d,cryptography,0.2857142857142857
b5cab29563ae86ab38829f58a895a180,hardware-bmc,0.2857142857142857
67e67c9e3d2ea24706790cd4be889aa8,testpattern-generation,0.2857142857142857
838277d26d3df732fa98b594c58e82b7,termination-analysis,0.2857142857142857
40f01c313adaaf86672576676efe6a53,random-modularity,0.2857142857142857
74b6a718a7c26b0189dc1377d2d5eb50,termination-analysis,0.2857142857142857
a913a2365c8167b9ddbc1e11afbab314,cryptography,0.2857142857142857
11c893b7c37aeb53cdaf5f677dda0b7d,graph-based,0.2857142857142857
8ce5c7def256797660d94fe1326a2cf8,random-modularity,0.2857142857142857
a8158cefd149fb68f8b07ab15516f28a,quasigroup-completion,0.2857142857142857
6b2496b2ba23a00a1c6f45f87faeba5f,hypertree-decomposition,0.2857142857142857
b7df8585b4695869fa6f857adb940897,modcircuits,0.2857142857142857
b7770ebc4d821c53130da4183a3dae50,cryptography,0.2857142857142857
10a553afab3c4406968b1f6b3abfcfcd,quasigroup-completion,0.2857142857142857
3bb0e77612dfa8e3c0ca5c658a8c5cf3,generic-csp,0.2857142857142857
033d611722714d5206cc0184479e92e2,graph-based,0.2857142857142857
01979ca4966cc363ec3caeebd8d3fc31,generic-csp,0.2857142857142857
b8a14a939eb373007308e61e44db9da5,cryptography,0.2857142857142857
7d2463381d7384215f0a5b30ef199c37,planning,0.2857142857142857
5cf0eee780d34bf1fd2cb3bc97146e2d,termination-analysis,0.2857142857142857
a662280908a6cf1ce7279f58a495d748,hardware-bmc,0.2857142857142857
94fab1e70331781adbb87122b17c3b99,planning,0.2857142857142857
4df590f124b66f482b7fea490be31ef5,graph-based,0.2857142857142857
5e2faea0397435608c819b86f0216963,planning,0.2857142857142857
eac4b2e1c2fc8b94a135b5b1c6b7b228,sgen-balanced,0.2857142857142857
c23cf5e9e02f38aa432099ae918cd85b,quasigroup-completion,0.2857142857142857
e6e1bcf8c840a0661cfa287c7a834e29,miter,0.2857142857142857
e734314811ad58929a2ccdcd1d9ab733,phnf,0.2857142857142857
2a31b024f84fb4127d83b5e43c306ffe,planning,0.2857142857142857
d02c05db2db553967294055996cc291a,fpga-routing,0.2857142857142857
1e42a3eadf23a720b9905e58a364101e,graph-based,0.2857142857142857
028d0cc7af63e9bba5795f20e24db4f6,prime-factoring,0.2857142857142857
7c7bf097f80d226d14095a56c13e5bb1,miter,0.2857142857142857
a822ae16f8c6576eb1aa8f004142dd40,planning,0.2857142857142857
2e952bfbce4f152e944987aadce01abb,edge-matching,0.2857142857142857
e361fb37b8e74c524494eb7522b3e378,rbsat,0.2857142857142857
6486cd04a3965e50cc0fa261511b86fc,fpga-routing,0.2857142857142857
2314dcec1bce868092465602b71b5825,quasigroup-completion,0.2857142857142857
7d4b045378335cf8f95b3311b4bc6427,unknown,0.2857142857142857
9744a4bdca2dfe254dfa02a1f824fb61,quasigroup-completion,0.2857142857142857
f84299860dd15ef54992240f39620b90,cryptography,0.2857142857142857
97cf2fa87737a09c7be4f544905a1e53,random,0.2857142857142857
dd13d3c1ff64d2149723f8200ca49e16,subset-cardinality,0.2857142857142857
b9c0ee5447cb3ff17167d5a00df522bd,rbsat,0.2857142857142857
